ski_resort_name,city,country,longitude,latitude,rating,elevation_info,total_slopes,blue_slopes,red_slopes,black_slopes,total_lifts,total_big_gondolas,total_gondolas,total_chairlifts,total_t_bars,total_moving_carpets
Ski resort Rein in Taufers (Riva di Tures),Rein in Taufers (Riva di Tures),Italy,12.0646396,46.9490246,2.5 out of 5 stars,1583 m - 1835 m (Difference 252 m),4.0,2.0,2.0,0.0,2.0,0,0,1,1,0
Ski resort Fulufjellet,Ljørdalen,Norway,12.684371,61.3838076,2.5 out of 5 stars,510 m - 740 m (Difference 230 m),9.0,5.0,3.0,1.0,2.0,0,0,0,2,0
Ski resort Valdres Alpinsenter,Bagn,Norway,9.5523106,60.8225956,2.5 out of 5 stars,700 m - 1060 m (Difference 360 m),10.0,6.0,2.0,2.0,5.0,0,0,0,5,0
Ski resort Grong,Grong,Norway,12.637238268418749,64.53079715000001,2.5 out of 5 stars,225 m - 710 m (Difference 485 m),10.0,3.5,5.5,1.0,4.0,0,0,0,4,0
Ski resort Münstertal-Wieden,Wieden,Germany,7.880116,47.8407841,2.5 out of 5 stars,880 m - 1240 m (Difference 360 m),10.0,3.0,5.0,2.0,6.0,0,0,0,6,0
Ski resort SOK – Krasnaya Glinka,Krasnaya Glinka (Красная Глинка),Volga Federal District,,,2.5 out of 5 stars,72 m - 240 m (Difference 168 m),6.6,5.9,0.7,0.0,9.0,0,0,1,5,0
Ski resort Untersberg – Grödig,Sankt Leonhard,Austria,15.4563438,47.0682874,2.5 out of 5 stars,469 m - 1776 m (Difference 1307 m),0.0,0.0,0.0,0.0,1.0,1,0,0,0,0
Ski resort Dammkar – Mittenwald,Mittenwald,Germany,11.2655684,47.4429543,2.5 out of 5 stars,933 m - 2244 m (Difference 1311 m),0.0,0.0,0.0,0.0,1.0,1,0,0,0,0
Ski resort Klausenlift – Mehlmeisel,Mehlmeisel,Germany,11.856859,49.9762079,2.5 out of 5 stars,665 m - 815 m (Difference 150 m),0.8,0.1,0.7,0.0,5.0,0,0,0,3,2
Ski resort Hörnle – Bad Kohlgrub,Guggenberg,Germany,10.7155391,47.753911,2.5 out of 5 stars,915 m - 1400 m (Difference 485 m),9.0,6.0,3.0,0.0,2.0,0,0,1,1,0
Ski resort Hirschberglifte – Kreuth,Point,Germany,12.746597,47.8328928,2.5 out of 5 stars,778 m - 1191 m (Difference 413 m),2.4,0.8,0.8,0.8,6.0,0,0,0,1,1
Indoor ski area De Uithof,The Hague,Netherlands,4.3113461,52.0799838,2.5 out of 5 stars,10 m - 30 m (Difference 20 m),0.3,0.3,0.0,0.0,4.0,0,0,0,2,0
Ski resort Neusell – Rothenthurm-Biberegg,Rothenthurm,Switzerland,8.6748441,47.1047258,2.5 out of 5 stars,954 m - 1329 m (Difference 375 m),10.0,5.0,3.5,1.5,3.0,0,0,0,1,0
Ski resort Bruncu Spina,,Italy,7.540121,44.933143,2.5 out of 5 stars,1564 m - 1824 m (Difference 260 m),3.3,0.4,1.9,1.0,2.0,0,0,1,0,0
Ski resort Svanstein,Svanstein,Sweden,23.8562435,66.6545958,2.5 out of 5 stars,95 m - 321 m (Difference 226 m),9.0,5.0,1.0,3.0,4.0,0,0,0,3,0
Ski resort Le Chazelet,La Grave,France,6.3067223,45.0454525,2.5 out of 5 stars,1740 m - 2170 m (Difference 430 m),6.0,3.0,3.0,0.0,7.0,0,0,1,4,0
Ski resort Les Breuleux,Les Breuleux,Switzerland,7.0054836,47.2115671,2.5 out of 5 stars,1070 m - 1246 m (Difference 176 m),10.0,5.0,4.0,1.0,2.0,0,0,0,1,0
Ski resort Bumbach (Schangnau),Bumbach,Switzerland,7.900292,46.813708,2.5 out of 5 stars,920 m - 1365 m (Difference 445 m),10.0,6.0,3.0,1.0,4.0,0,0,0,2,0
Ski resort Anilio,Metsovo (Μέτσοβο),Greece,21.1826073,39.7694008,2.5 out of 5 stars,1650 m - 1806 m (Difference 156 m),4.9,3.4,1.2,0.3,4.0,0,0,1,2,0
Ski resort Šachtičky,Selce,Slovakia,19.2028636,48.7654811,2.5 out of 5 stars,800 m - 1102 m (Difference 302 m),10.0,3.0,5.0,2.0,5.0,0,0,0,3,0
Ski resort Nalovardo,Sorsele,Sweden,16.75,65.75,2.5 out of 5 stars,430 m - 744 m (Difference 314 m),10.0,3.0,6.0,1.0,3.0,0,0,0,2,0
Ski resort Val Formica – Cima Larici,Larici,Italy,10.9941893,45.635574,2.5 out of 5 stars,1645 m - 1767 m (Difference 122 m),4.0,3.0,1.0,0.0,2.0,0,0,1,1,0
Ski resort Sellata,Abriola,Italy,15.8147487,40.5074284,2.5 out of 5 stars,1375 m - 1724 m (Difference 349 m),4.0,0.6,2.1,1.3,3.0,0,0,1,2,0
Ski resort Starý Smokovec – Hrebienok,Starý Smokovec,Slovakia,20.2221042,49.1414836,2.5 out of 5 stars,1000 m - 1450 m (Difference 450 m),4.0,3.4,0.6,0.0,3.0,0,0,0,2,0
Ski resort Blidinje – Risovac,Risovac,Bosnia and Herzegovina,17.5859068,43.6792949,2.5 out of 5 stars,1290 m - 1551 m (Difference 261 m),4.0,1.5,2.0,0.5,3.0,0,0,1,2,0
Ski resort Suior,,Romania,23.7187908,46.7674886,2.5 out of 5 stars,673 m - 971 m (Difference 298 m),3.7,0.1,3.6,0.0,1.0,0,0,1,0,0
Ski resort Arnsberg,Oberweißenbrunn,Germany,9.9520716,50.4078014,2.5 out of 5 stars,590 m - 843 m (Difference 253 m),9.5,5.5,4.0,0.0,4.0,0,0,0,3,0
Ski resort Prat Peyrot – Mont Aigoual,Valleraugue,France,3.6422954097351727,44.08451265,2.5 out of 5 stars,1260 m - 1471 m (Difference 211 m),9.0,6.5,2.5,0.0,11.0,0,0,0,11,0
Ski resort Schnepfenried,Schnepfenriedwasen,France,,,2.5 out of 5 stars,1020 m - 1258 m (Difference 238 m),7.0,2.5,2.5,2.0,7.0,0,0,0,6,1
Ski resort Cascada Cailor – Borșa,Borșa,Romania,24.6639308,47.6554079,2.5 out of 5 stars,880 m - 1545 m (Difference 665 m),3.1,0.0,3.1,0.0,2.0,0,0,1,1,0
Ski resort Kaberlaba,Kaberlaba,Italy,11.497485,45.8451504,2.5 out of 5 stars,992 m - 1142 m (Difference 150 m),5.6,3.6,2.0,0.0,6.0,0,0,1,5,0
Ski resort Czorsztyn – Kluszkowce,Kluszkowce,Poland,20.3014661,49.4509646,2.5 out of 5 stars,615 m - 766 m (Difference 151 m),4.6,2.8,1.8,0.0,6.0,0,0,3,3,0
Ski resort Adelharz- and Breitensteinlifts – Kranzegg (Rettenberg),Rettenberg,Germany,10.2922464,47.5749325,2.5 out of 5 stars,979 m - 1320 m (Difference 341 m),9.5,5.5,4.0,0.0,4.0,0,0,0,4,0
Ski resort Agriolefkes – Pelion,,Greece,23.6300584,38.0120154,2.5 out of 5 stars,1170 m - 1471 m (Difference 301 m),3.0,0.3,2.5,0.2,5.0,0,0,3,1,0
Ski resort Storklinten,Övre Svartlå,Sweden,21.1725778,66.0146226,2.5 out of 5 stars,60 m - 240 m (Difference 180 m),7.0,3.0,2.0,2.0,4.0,0,0,0,4,0
Ski resort Matthias-Schmidt-Berg – St. Andreasberg,Sankt Andreasberg,Germany,10.5186027,51.7102358,2.5 out of 5 stars,535 m - 660 m (Difference 125 m),3.6,1.2,0.6,1.8,3.0,0,0,2,1,0
Ski resort Majelletta,Passolanciano-Maielletta,Italy,,,2.5 out of 5 stars,1650 m - 1995 m (Difference 345 m),7.8,2.5,3.0,2.3,4.0,0,0,0,4,0
Ski resort Alpe Cialma – Locana,Carello,Italy,7.3610862,45.1708436,2.5 out of 5 stars,1350 m - 1750 m (Difference 400 m),4.0,1.0,3.0,0.0,3.0,0,0,1,1,0
Ski resort Makovytsia – Mizhgirya,,Ukraine,,,2.5 out of 5 stars,438 m - 684 m (Difference 246 m),2.5,0.5,2.0,0.0,1.0,0,0,1,0,0
Ski resort Raulandsfjell Alpinsenter,Rauland,Norway,10.1296276,61.2670164,2.5 out of 5 stars,700 m - 1065 m (Difference 365 m),7.0,2.0,2.0,3.0,2.0,0,0,0,2,0
Ski resort Paljakka,,Finland,26.6045947,63.4744799,2.5 out of 5 stars,171 m - 340 m (Difference 169 m),8.7,3.0,3.5,2.2,4.0,0,0,0,4,0
Ski resort Habkern – Sattelegg,Habkern,Switzerland,7.8646663,46.7276046,2.5 out of 5 stars,1100 m - 1485 m (Difference 385 m),8.0,2.0,4.0,2.0,2.0,0,0,0,1,0
Ski resort Mýto pod Ďumbierom,Mýto pod Ďumbierom,Slovakia,19.6332575,48.8539115,2.5 out of 5 stars,590 m - 890 m (Difference 300 m),4.5,0.7,3.8,0.0,5.0,0,0,1,4,0
Ski resort Benecko,Benecko,Czech Republic,15.5481647,50.6663343,2.5 out of 5 stars,628 m - 914 m (Difference 286 m),5.4,2.8,1.7,0.9,15.0,0,0,1,9,4
Ski resort Kunčice – Pod Snezníkem,Staré Město pod Sněžníkem,Czech Republic,16.9473409,50.1617351,2.5 out of 5 stars,650 m - 850 m (Difference 200 m),5.0,2.0,3.0,0.0,4.0,0,0,1,3,0
Ski resort Hochkeil am Hochkönig,Mühlbach am Hochkönig,Austria,13.1249445,47.3761503,2.5 out of 5 stars,1340 m - 1770 m (Difference 430 m),8.0,3.0,3.0,2.0,5.0,0,0,0,4,0
Ski resort Wierchomla,Wierchomla Mała,Poland,20.8223074,49.4294658,2.5 out of 5 stars,590 m - 896 m (Difference 306 m),4.2,1.8,2.4,0.0,4.0,0,0,1,3,0
Ski resort Agnäsbacken,Agnäs,Sweden,19.261048,63.8506369,2.4 out of 5 stars,128 m - 278 m (Difference 150 m),7.0,3.0,2.5,1.5,3.0,0,0,0,3,0
Ski resort Malo Polje – Igman,Sarajevo,Bosnia and Herzegovina,18.3866868,43.8519774,2.4 out of 5 stars,1160 m - 1492 m (Difference 332 m),3.0,1.0,1.5,0.5,5.0,0,0,1,0,0
Ski resort Vitanová,Vitanová,Slovakia,19.7273421,49.3552595,2.4 out of 5 stars,725 m - 968 m (Difference 243 m),4.1,2.2,1.9,0.0,4.0,0,0,1,2,0
Ski resort Góra Żar – Miedzybrodzie Zywieckie,Międzybrodzie Żywieckie,Poland,19.2219006,49.7694519,2.4 out of 5 stars,450 m - 761 m (Difference 311 m),3.0,1.0,2.0,0.0,2.0,0,0,0,1,0
Ski resort Bleymard Mont Lozère,Le Bleymard,France,3.737558315096017,44.50760015,2.4 out of 5 stars,1400 m - 1702 m (Difference 302 m),7.0,2.9,3.5,0.6,5.0,0,0,0,5,0
Ski resort Bannalp – Oberrickenbach,Oberrickenbach,Switzerland,8.4178991,46.8877436,2.4 out of 5 stars,(903 m  -) 1663 m - 1793 m (Difference 130 m),3.0,2.5,0.5,0.0,3.0,1,0,0,2,0
Ski resort Luosto,Luosto,Finland,26.9183365,67.1582631,2.4 out of 5 stars,262 m - 493 m (Difference 231 m),7.0,4.0,2.0,1.0,4.0,0,0,0,3,1
Ski resort Bouřňák,Mikulov v Krušných horách,Czech Republic,13.713966006641094,50.70163935,2.4 out of 5 stars,589 m - 869 m (Difference 280 m),7.0,3.0,3.3,0.7,6.0,0,0,0,5,0
Ski resort Galtis – Arjeplog,Arjeplog,Sweden,17.0,66.416667,2.4 out of 5 stars,530 m - 800 m (Difference 270 m),7.5,3.0,4.0,0.5,3.0,0,0,0,3,0
Ski resort Volda Skisenter,Volda,Norway,6.0667731,62.1450799,2.4 out of 5 stars,319 m - 659 m (Difference 340 m),8.0,5.0,2.0,1.0,3.0,0,0,0,3,0
Ski resort Silbersattel – Steinach,Steinach,Germany,12.6062471,48.9535682,2.4 out of 5 stars,590 m - 842 m (Difference 252 m),4.5,2.5,1.5,0.5,5.0,0,0,1,2,1
Ski resort Aeschiried,Aeschiried,Switzerland,7.7248254,46.6450019,2.4 out of 5 stars,927 m - 1389 m (Difference 462 m),9.5,6.5,3.0,0.0,3.0,0,0,0,2,0
Ski resort Pintura – Bolognola,Bolognola,Italy,13.227848,42.9933518,2.4 out of 5 stars,1280 m - 1695 m (Difference 415 m),8.8,4.6,2.0,2.2,5.0,0,0,0,5,0
Ski resort Almåsa,Offerdal,Sweden,14.0094276,63.4661948,2.4 out of 5 stars,404 m - 700 m (Difference 296 m),8.3,5.1,1.4,1.8,2.0,0,0,0,2,0
Ski resort Hurdal,Hurdal,Norway,10.975961488579872,60.4270172,2.4 out of 5 stars,265 m - 525 m (Difference 260 m),7.3,4.3,2.2,0.8,4.0,0,0,0,4,0
Ski resort Suche,Suche,Poland,21.0597777,53.0023586,2.4 out of 5 stars,784 m - 921 m (Difference 137 m),4.0,2.4,1.6,0.0,4.0,0,0,1,1,1
Ski resort Ålen Skisenter,Ålen,Norway,11.2986312,62.8420377,2.4 out of 5 stars,390 m - 726 m (Difference 336 m),8.0,5.0,2.0,1.0,2.0,0,0,0,2,0
Ski resort Hochplatte – Marquartstein,Niedernfels,Germany,12.4425671,47.7636817,2.4 out of 5 stars,619 m - 1050 m (Difference 431 m),3.5,3.5,0.0,0.0,1.0,0,0,1,0,0
Ski resort Marela – Kisovec (Zagorje ob Savi),Kisovec,Slovenia,14.9644066,46.1381755,2.4 out of 5 stars,471 m - 902 m (Difference 431 m),3.1,0.9,1.6,0.6,3.0,0,0,1,2,0
Ski resort Sucha Dolina – Kosarzyska (Piwniczna-Zdrój),Piwniczna-Zdrój,Poland,20.7142303,49.4406462,,680 m - 820 m (Difference 140 m),0.0,0.0,0.0,0.0,11.0,0,0,0,11,0
Ski resort Kerenzerberg – Filzbach,Filzbach,Switzerland,9.1296451,47.1204474,2.4 out of 5 stars,746 m - 1283 m (Difference 537 m),0.0,0.0,0.0,0.0,1.0,0,0,1,0,0
Ski resort Bleaml Alm – Neubau (Fichtelberg),Neubau,Germany,11.8472479,50.0109201,2.4 out of 5 stars,769 m - 804 m (Difference 35 m),0.3,0.3,0.0,0.0,1.0,0,0,0,1,0
Ski resort Reiserhang – Gaißach,Gaißach,Germany,11.5795392,47.7465312,2.4 out of 5 stars,722 m - 860 m (Difference 138 m),1.0,0.5,0.5,0.0,2.0,0,0,0,1,0
Ski resort Grün-Maibrunn (St. Englmar),Grün,Germany,11.3516071,50.174024,2.4 out of 5 stars,730 m - 820 m (Difference 90 m),1.4,1.4,0.0,0.0,2.0,0,0,0,2,0
Ski resort Witów,Witów,Poland,19.2572481,52.2346978,2.4 out of 5 stars,831 m - 971 m (Difference 140 m),2.0,2.0,0.0,0.0,3.0,0,0,1,1,1
Ski resort Stoderzinken – Gröbming,Gröbming,Austria,13.9008766,47.4459809,2.4 out of 5 stars,1700 m - 1975 m (Difference 275 m),8.0,4.0,3.0,1.0,4.0,0,0,0,3,0
Ski resort Gaberl/​Plankogel – Salla (Maria Lankowitz),Salla,Austria,14.9729655,47.1085953,2.4 out of 5 stars,1303 m - 1551 m (Difference 248 m),6.9,3.8,2.7,0.4,3.0,0,0,0,2,0
Ski resort Pikku-Syöte/​Syötekeskus,Kelosyöte,Finland,27.7409811,65.6308375,2.4 out of 5 stars,255 m - 376 m (Difference 121 m),10.0,10.0,0.0,0.0,5.0,0,0,0,4,0
Ski resort Nowa Osada – Wisła,Wisła,Poland,20.0867774,52.380897,2.4 out of 5 stars,485 m - 681 m (Difference 196 m),3.6,2.6,1.0,0.0,4.0,0,0,1,1,0
Ski resort Val Formazza,Formazza,Italy,8.39040060985974,46.39189685,2.4 out of 5 stars,1298 m - 1772 m (Difference 474 m),3.0,1.5,1.5,0.0,3.0,0,0,1,2,0
Ski resort Aldrov – Vítkovice (Witkowitz),Vítkovice v Krkonoších,Czech Republic,15.54185305343493,50.71685555,2.4 out of 5 stars,576 m - 774 m (Difference 198 m),3.3,1.1,1.7,0.5,3.0,0,0,1,1,0
Ski resort Mladé Buky,Mladé Buky,Czech Republic,15.8330828,50.6065856,2.4 out of 5 stars,478 m - 586 m (Difference 108 m),4.5,3.8,0.7,0.0,7.0,0,0,2,3,1
Ski resort Grúň (Ski Park) – Staré Hamry,Staré Hamry,Czech Republic,18.4463082,49.4726546,2.4 out of 5 stars,700 m - 843 m (Difference 143 m),4.1,1.7,2.2,0.2,3.0,0,0,1,2,0
Ski resort Meråker Alpinsenter,Fagerlia,Norway,7.9733514,62.8881388,2.4 out of 5 stars,160 m - 600 m (Difference 440 m),8.5,3.5,3.5,1.5,6.0,0,0,0,4,0
Ski resort Kukisvumchorr,Kukisvumchorr,Northwest Russia,,,2.4 out of 5 stars,382 m - 886 m (Difference 504 m),6.0,2.2,2.0,1.8,4.0,0,0,0,3,0
Ski resort Rouge Gazon,Saint-Maurice-sur-Moselle,France,6.8244935,47.8588336,2.4 out of 5 stars,1100 m - 1247 m (Difference 147 m),8.5,5.0,3.0,0.5,6.0,0,0,0,5,0
Ski resort Grand-Ballon,Goldbach-Altenbach,France,7.1045446,47.8738655,2.4 out of 5 stars,1050 m - 1340 m (Difference 290 m),8.6,4.3,3.3,1.0,5.0,0,0,0,4,0
Ski resort Emberger Alm – Berg im Drautal,Emberger Alm,Austria,13.1559574,46.7751211,2.4 out of 5 stars,1650 m - 2120 m (Difference 470 m),7.0,3.0,3.5,0.5,4.0,0,0,0,3,0
Ski resort Valfjället,Eda,Sweden,12.3105658,59.8052669,2.4 out of 5 stars,100 m - 320 m (Difference 220 m),8.4,4.7,3.0,0.7,5.0,0,0,0,3,0
Ski resort Mount Kozuf,,North Macedonia,,,,1628 m - 2036 m (Difference 408 m),0.0,0.0,0.0,0.0,3.0,0,0,1,2,0
Ski resort Fanas,Fanas,Switzerland,9.6670277,46.9848646,2.4 out of 5 stars,900 m - 1700 m (Difference 800 m),0.5,0.5,0.0,0.0,2.0,1,0,0,1,0
Ski resort Yalgora,Pinguba (Пиньгуба),Northwest Russia,,,2.4 out of 5 stars,22 m - 122 m (Difference 100 m),2.0,0.9,0.6,0.5,2.0,0,0,1,1,0
Ski resort Logoisk,,Belarus,,,2.4 out of 5 stars,240 m - 290 m (Difference 50 m),3.6,2.8,0.8,0.0,2.0,0,0,1,1,0
Ski resort Monte Volturino,Marsicovetere,Italy,15.8244926,40.3766014,2.4 out of 5 stars,1486 m - 1826 m (Difference 340 m),2.2,0.3,1.6,0.3,2.0,0,0,1,1,0
Ski resort Spitzenberg/​Köpfle – Innerlehen (Bernau im Schwarzwald),Innerlehen,Germany,8.0355506,47.8021857,2.4 out of 5 stars,906 m - 1069 m (Difference 163 m),7.0,2.5,4.5,0.0,4.0,0,0,0,3,1
Ski resort Pian del Poggio – Monte Chiappo,Santa Margherita di Staffora,Italy,9.2546166,44.7648395,2.4 out of 5 stars,1337 m - 1695 m (Difference 358 m),2.5,2.0,0.5,0.0,1.0,0,0,1,0,0
Ski resort Paprsek – Velké Vrbno,Velké Vrbno,Czech Republic,16.9930979,50.1974762,2.4 out of 5 stars,759 m - 1007 m (Difference 248 m),2.8,2.2,0.6,0.0,1.0,0,0,1,0,0
Ski resort Vaset,Vaset,Norway,8.9878577,60.9955166,2.4 out of 5 stars,860 m - 1040 m (Difference 180 m),7.0,4.6,2.4,0.0,3.0,0,0,0,2,0
Ski resort Čerťák – Václavov u Bruntálu,Malá Morávka,Czech Republic,17.3118481,50.0215781,2.4 out of 5 stars,690 m - 810 m (Difference 120 m),2.0,1.3,0.7,0.0,1.0,0,0,1,0,0
Ski resort Mont Ventoux Sud,Bédoin,France,5.1806559,44.1240383,2.4 out of 5 stars,1440 m - 1650 m (Difference 210 m),7.0,6.0,1.0,0.0,2.0,0,0,0,2,0
Ski resort Lokve,,Montenegro,,,2.4 out of 5 stars,1316 m - 1560 m (Difference 244 m),3.0,2.0,0.9,0.1,3.0,0,0,1,2,0
Ski resort Rossfeld – Berchtesgaden-Oberau,Oberau bei Berchtesgaden,Germany,13.0644986,47.6518806,2.4 out of 5 stars,1300 m - 1554 m (Difference 254 m),8.0,7.0,1.0,0.0,4.0,0,0,0,4,0
Ski resort Rašov (Klíny),Klíny,Czech Republic,13.5571596,50.6349182,2.4 out of 5 stars,578 m - 720 m (Difference 142 m),3.2,2.7,0.5,0.0,3.0,0,0,1,1,0
Ski resort Dombås,Dombås,Norway,9.1278983,62.0755539,2.4 out of 5 stars,752 m - 1090 m (Difference 338 m),8.5,4.1,4.4,0.0,2.0,0,0,0,2,0
Ski resort Sollifjellet,Harstad,Norway,16.5440322,68.799943,2.4 out of 5 stars,209 m - 535 m (Difference 326 m),7.2,2.9,4.3,0.0,2.0,0,0,0,2,0
Ski resort Hochschwarzeck – Ramsau bei Berchtesgaden,Ramsau bei Berchtesgaden,Germany,12.8968243,47.6070066,2.4 out of 5 stars,1020 m - 1390 m (Difference 370 m),4.2,4.2,0.0,0.0,3.0,0,0,1,2,0
Ski resort Rathvel – Châtel-St-Denis,Châtel-Saint-Denis,Switzerland,6.8996536,46.5265288,2.4 out of 5 stars,1211 m - 1491 m (Difference 280 m),8.0,5.0,3.0,0.0,4.0,0,0,0,3,0
Ski resort Schilt – Mollis,Mollis,Switzerland,9.0744112,47.0933604,2.4 out of 5 stars,1100 m - 1602 m (Difference 502 m),6.0,3.0,3.0,0.0,2.0,0,0,0,2,0
Ski resort Arena Overøye – Stordal,Øvre Stordal,Norway,,,2.4 out of 5 stars,400 m - 820 m (Difference 420 m),7.0,5.0,2.0,0.0,3.0,0,0,0,3,0
Ski resort Sulitjelma Fjellandsby,Sulitjelma,Norway,16.0773781,67.1329051,2.4 out of 5 stars,420 m - 558 m (Difference 138 m),7.0,5.2,1.8,0.0,1.0,0,0,0,1,0
Ski resort Blåsjön – Mesklumpen,Stora Blasjön,Sweden,14.0823988,64.8355165,2.4 out of 5 stars,464 m - 924 m (Difference 460 m),7.7,4.8,2.9,0.0,4.0,0,0,0,4,0
Ski resort Champ du Feu,Belmont,France,7.234863,48.4095949,2.4 out of 5 stars,890 m - 1068 m (Difference 178 m),7.8,5.0,2.8,0.0,9.0,0,0,0,9,0
Ski resort Le Gaschney – Petit Hohneck,Munster,France,7.1371568,48.0408618,2.4 out of 5 stars,980 m - 1290 m (Difference 310 m),7.0,2.0,5.0,0.0,3.0,0,0,0,3,0
Ski resort Strachan – Ždiar,Ždiar,Slovakia,20.2716342,49.2709308,2.4 out of 5 stars,980 m - 1129 m (Difference 149 m),3.8,2.4,1.4,0.0,3.0,0,0,1,2,0
Ski resort Stryn Sommerski – Tystigbreen,Stryn,Norway,6.802968514467588,61.8218058,2.4 out of 5 stars,1060 m - 1300 m (Difference 240 m),2.5,2.0,0.5,0.0,1.0,0,0,1,0,0
Ski resort Raggal,Raggal,Austria,9.837458,47.209833,2.4 out of 5 stars,980 m - 1300 m (Difference 320 m),7.0,4.2,2.8,0.0,4.0,0,0,0,3,1
Ski resort Mt. Pohar (Погар) – Slavske (Славське),Slavske (Славське),Ukraine,23.444624,48.8485997,2.4 out of 5 stars,583 m - 809 m (Difference 226 m),3.0,1.0,2.0,0.0,3.0,0,0,1,1,0
Ski resort Rânca (RO),,Romania,23.7187908,46.7674886,2.4 out of 5 stars,1580 m - 1918 m (Difference 338 m),3.4,0.6,1.4,1.4,6.0,0,0,2,3,0
Ski resort Myślenice,Myślenice,Poland,19.9384283,49.834608,2.4 out of 5 stars,300 m - 625 m (Difference 325 m),2.2,1.5,0.7,0.0,3.0,0,0,2,1,0
Ski resort Vierli – Rauland,Vierli,Norway,8.9640518,58.7148004,2.4 out of 5 stars,953 m - 1119 m (Difference 166 m),8.5,3.5,5.0,0.0,5.0,0,0,0,4,0
Ski resort Gromadzyń – Ustrzyki Dolne,Ustrzyki Dolne,Poland,22.5877003,49.4301874,2.4 out of 5 stars,498 m - 654 m (Difference 156 m),3.4,2.6,0.8,0.0,4.0,0,0,1,3,0
Ski resort Harghita Băi,,Romania,23.7187908,46.7674886,2.4 out of 5 stars,1341 m - 1671 m (Difference 330 m),7.0,5.5,1.0,0.5,5.0,0,0,0,3,0
Ski resort Ryterski Raj – Rytro,Rytro,Poland,20.6701855,49.490202,2.4 out of 5 stars,422 m - 629 m (Difference 207 m),2.4,1.6,0.7,0.1,4.0,0,0,1,2,0
Ski resort Skolnity – Wisła,Wisła,Poland,20.0867774,52.380897,2.4 out of 5 stars,460 m - 661 m (Difference 201 m),2.1,1.1,1.0,0.0,2.0,0,0,1,1,0
Ski resort Spieserlifte – Unterjoch,Unterjoch,Germany,10.4252724,47.5445057,2.4 out of 5 stars,1055 m - 1350 m (Difference 295 m),7.3,3.3,4.0,0.0,4.0,0,0,0,2,0
Ski resort Spåtind Skisenter,Spåtind,Norway,9.7897226,61.076846,2.4 out of 5 stars,795 m - 1025 m (Difference 230 m),3.1,1.9,1.2,0.0,3.0,0,0,0,2,0
Ski resort Rossberg – Oberwil,Oberwil im Simmental,Switzerland,7.4358295,46.6572051,2.4 out of 5 stars,1148 m - 1464 m (Difference 316 m),7.0,3.2,3.8,0.0,2.0,0,0,0,1,0
Ski resort Skalka,Kremnica,Slovakia,18.9174851,48.7042133,2.4 out of 5 stars,1005 m - 1252 m (Difference 247 m),2.5,0.4,1.5,0.6,4.0,0,0,1,2,0
Ski resort Sollegg – Appenzell,Appenzell,Switzerland,9.4099311,47.3299506,2.4 out of 5 stars,813 m - 1204 m (Difference 391 m),7.0,5.0,2.0,0.0,2.0,0,0,0,1,0
Ski resort Silichy,,Belarus,,,2.4 out of 5 stars,245 m - 300 m (Difference 55 m),2.8,1.8,0.8,0.2,5.0,0,0,2,1,0
Ski resort L'Orient,Le Chenit,Switzerland,6.2337695,46.6046637,2.4 out of 5 stars,1010 m - 1283 m (Difference 273 m),6.0,2.0,3.0,1.0,2.0,0,0,0,2,0
Ski resort Pancíř,Špičák,Czech Republic,14.5492537,50.7026814,2.4 out of 5 stars,860 m - 1214 m (Difference 354 m),2.4,1.6,0.8,0.0,3.0,0,0,2,1,0
Ski resort Zolotaya Dolina,Korobitsyno (Коробицыно),Northwest Russia,,,2.4 out of 5 stars,15 m - 138 m (Difference 123 m),6.5,3.8,1.7,1.0,7.0,0,0,0,5,0
Ski resort Seeberg – Seewiesen (Turnau),Seewiesen,Austria,15.2703842,47.6211982,2.4 out of 5 stars,1158 m - 1399 m (Difference 241 m),6.0,3.0,2.0,1.0,2.0,0,0,0,2,0
Ski resort Węgierski – Brenna,Brenna,Poland,18.9188902,49.7251074,2.4 out of 5 stars,540 m - 910 m (Difference 370 m),6.8,2.0,4.0,0.8,5.0,0,0,0,5,0
Ski resort Mátraszentistván Sipark,Mátraszentimre,Hungary,19.8798252,47.9095321,2.4 out of 5 stars,674 m - 822 m (Difference 148 m),4.3,2.0,1.7,0.6,8.0,0,0,1,5,0
Ski resort Aichelberglifts – Karlstift (Bad Großpertholz),Karlstift,Austria,14.7499677,48.5916859,2.4 out of 5 stars,890 m - 1050 m (Difference 160 m),6.0,2.7,2.3,1.0,3.0,0,0,0,2,1
Ski resort Madarasi Hargita,Harghita-Băi,Romania,25.6365968,46.3856326,2.4 out of 5 stars,1480 m - 1680 m (Difference 200 m),6.0,2.5,2.0,1.5,4.0,0,0,0,2,0
Ski resort Mendelpass – Monte Roen,Mendola,Italy,11.2062149,46.4175465,2.4 out of 5 stars,1368 m - 1594 m (Difference 226 m),2.0,0.2,1.8,0.0,2.0,0,0,1,0,0
Ski resort Bygdsiljumsbacken,Bygdsiljum,Sweden,20.5050613,64.3506694,2.4 out of 5 stars,114 m - 239 m (Difference 125 m),6.3,4.2,0.9,1.2,5.0,0,0,0,5,0
Ski resort Bortelid,Bortelid,Norway,7.4722175,58.8186833,2.4 out of 5 stars,579 m - 811 m (Difference 232 m),6.0,3.0,2.0,1.0,6.0,0,0,0,5,1
Ski resort Olos,,Finland,26.6045947,63.4744799,2.4 out of 5 stars,335 m - 495 m (Difference 160 m),6.3,3.1,2.5,0.7,4.0,0,0,0,4,0
