ski_resort_name,city,country,longitude,latitude,rating,elevation_info,total_slopes,blue_slopes,red_slopes,black_slopes,total_lifts,total_big_gondolas,total_gondolas,total_chairlifts,total_t_bars,total_moving_carpets
Ski resort Sunne,Rottneros,Sweden,13.1093853,59.7963964,2.6 out of 5 stars,125 m - 390 m (Difference 265 m),7.0,3.0,3.3,0.7,7.0,0,0,2,5,0
Ski resort Haukelifjell Skisenter,Edland,Norway,5.8507462,58.7593922,2.6 out of 5 stars,855 m - 1216 m (Difference 361 m),14.2,2.4,9.2,2.6,6.0,0,0,0,6,0
Ski resort Radusa,Gornji Vakuf-Uskoplje,Bosnia and Herzegovina,17.5853035,43.9385698,2.6 out of 5 stars,1290 m - 1757 m (Difference 467 m),6.6,1.0,5.0,0.6,4.0,0,0,1,3,0
Ski resort Sauda Skisenter,Saudasjøen,Norway,6.3091104,59.640357,2.6 out of 5 stars,357 m - 822 m (Difference 465 m),13.0,7.0,4.0,2.0,5.0,0,0,0,5,0
Ski resort Hohenbogen – Neukirchen bei Hl. Blut,Neukirchen b. Hl. Blut,Germany,12.9693988,49.2595707,2.6 out of 5 stars,657 m - 1050 m (Difference 393 m),6.5,2.0,4.2,0.3,4.0,0,0,1,1,1
Ski resort Rieseralm – Obdach,Obdach,Austria,14.69537,47.0683385,2.6 out of 5 stars,1320 m - 1620 m (Difference 300 m),13.0,5.0,6.0,2.0,5.0,0,0,0,5,0
Ski resort Königsberg – Hollenstein an der Ybbs,Hollenstein an der Ybbs,Austria,14.7721536,47.804154,2.6 out of 5 stars,700 m - 1057 m (Difference 357 m),14.0,7.0,5.0,2.0,6.0,0,0,0,5,0
Ski resort Schwefelberg – Badmatte/​Louigrat,Rüschegg,Switzerland,7.4036704,46.7712929,2.6 out of 5 stars,1386 m - 1704 m (Difference 318 m),15.0,5.0,8.0,2.0,1.0,0,0,0,1,0
Ski resort Storlien,Storlien,Sweden,12.0997791,63.316072,2.6 out of 5 stars,600 m - 791 m (Difference 191 m),15.0,4.0,8.0,3.0,9.0,0,0,0,9,0
Ski resort Soriška Planina,Zgornja Sorica,Slovenia,14.0296451,46.2201607,2.6 out of 5 stars,1290 m - 1549 m (Difference 259 m),7.0,2.0,4.0,1.0,5.0,0,0,1,3,0
Ski resort Tramelan,Tramelan,Switzerland,7.1030216,47.223677,2.6 out of 5 stars,920 m - 1228 m (Difference 308 m),14.0,6.0,6.0,2.0,3.0,0,0,0,2,0
Ski resort Marsia – Tagliacozzo,Tagliacozzo,Italy,13.254692,42.069327,2.6 out of 5 stars,1422 m - 1680 m (Difference 258 m),6.1,3.0,2.7,0.4,3.0,0,0,1,2,0
Ski resort Camurac,Camurac,France,1.9178977,42.7968727,2.6 out of 5 stars,1510 m - 1755 m (Difference 245 m),14.2,8.3,1.6,4.3,5.0,0,0,0,4,0
Ski resort Fideriser Heuberge – Arflina,Fideris,Switzerland,9.74113,46.9146646,2.6 out of 5 stars,1952 m - 2356 m (Difference 404 m),15.0,5.0,9.0,1.0,4.0,0,0,0,3,0
Ski resort Suomu,Suomutunturi,Finland,28.0048002,66.5524075,2.6 out of 5 stars,162 m - 410 m (Difference 248 m),13.0,5.0,6.0,2.0,5.0,0,0,0,4,0
Ski resort Ukkohalla,Hyrynsalmi,Finland,28.4922537,64.6747218,2.6 out of 5 stars,213 m - 348 m (Difference 135 m),13.1,5.3,5.9,1.9,5.0,0,0,0,4,0
Ski resort Terre Ronde/​La Praille – Plateau d’Hauteville,Plateau d’Hauteville,France,5.581990102625218,45.9300815,2.6 out of 5 stars,950 m - 1240 m (Difference 290 m),15.0,3.0,11.0,1.0,4.0,0,0,0,3,0
Ski resort Monte Piselli – San Giacomo,Valle Castellana,Italy,13.4969394,42.7364456,2.6 out of 5 stars,1426 m - 1643 m (Difference 217 m),5.8,0.5,4.3,1.0,1.0,0,0,1,0,0
Ski resort Monte Livata – Subiaco-Monna dell'Orso,Subiaco,Italy,13.0944317,41.9267153,2.6 out of 5 stars,1429 m - 1800 m (Difference 371 m),8.0,4.0,3.0,1.0,4.0,0,0,1,3,0
Ski resort Oropa – Biella,Biella,Italy,8.086912008297636,45.5669538,2.6 out of 5 stars,1206 m - 2388 m (Difference 1182 m),6.0,0.0,6.0,0.0,2.0,1,1,0,0,0
Ski resort Aillon-le-Jeune,Aillon-le-Jeune,France,6.08026,45.6192,2.6 out of 5 stars,945 m - 1257 m (Difference 312 m),8.0,1.5,6.5,0.0,5.0,0,0,1,4,0
Ski resort Ventron,Ventron,France,6.8720298,47.9414254,2.6 out of 5 stars,830 m - 1110 m (Difference 280 m),10.0,5.0,4.0,1.0,9.0,0,0,1,7,0
Ski resort Červenohorské sedlo,Loučná nad Desnou,Czech Republic,17.0904492,50.0716024,2.6 out of 5 stars,862 m - 1164 m (Difference 302 m),3.9,1.3,1.8,0.8,8.0,0,0,1,7,0
Ski resort Bocksberg – Hahnenklee,Hahnenklee-Bockswiese,Germany,10.340922928742868,51.8562531,2.6 out of 5 stars,560 m - 726 m (Difference 166 m),2.9,1.9,1.0,0.0,4.0,0,1,1,0,1
Ski resort Hochhäderich – Hittisau,Hittisau,Austria,9.9598311,47.4575826,2.6 out of 5 stars,1250 m - 1600 m (Difference 350 m),10.5,3.5,5.0,2.0,5.0,0,0,1,4,0
Ski resort Postalm am Wolfgangsee,Strobl,Austria,13.4835153,47.7170199,2.6 out of 5 stars,1150 m - 1450 m (Difference 300 m),8.0,5.0,2.0,1.0,6.0,0,0,1,4,1
Ski resort Valgrisenche,Valgrisenche,Italy,7.0647408,45.6311691,2.6 out of 5 stars,1664 m - 2050 m (Difference 386 m),5.0,1.5,1.5,2.0,2.0,0,0,1,1,0
Ski resort Czarny Groń,Sułkowice,Poland,19.8012137,49.8408265,2.6 out of 5 stars,595 m - 802 m (Difference 207 m),1.7,1.1,0.6,0.0,3.0,0,0,2,0,0
Ski resort Grapa Litwinka – Czarna Góra,Czarna Góra,Poland,20.1230399,49.3695846,2.6 out of 5 stars,740 m - 891 m (Difference 151 m),1.9,1.5,0.4,0.0,3.0,0,0,1,1,0
Ski resort Małe Ciche,Małe Ciche,Poland,20.0728636,49.3031478,2.6 out of 5 stars,878 m - 1090 m (Difference 212 m),3.8,3.8,0.0,0.0,4.0,0,0,2,2,0
Ski resort Skipark Erika – Kojsovska Hola,Gelnica,Slovakia,20.9369156,48.8532052,2.6 out of 5 stars,638 m - 1230 m (Difference 592 m),5.0,3.0,1.0,1.0,6.0,0,0,1,4,0
Ski resort Simonhöhe – St. Urban,Simonhöhe,Austria,14.171182694302152,46.77949975,2.5 out of 5 stars,1042 m - 1340 m (Difference 298 m),15.0,8.0,7.0,0.0,7.0,0,0,0,6,1
Ski resort Ukko-Koli,Koli,Finland,29.7840744,63.1179872,2.5 out of 5 stars,84 m - 318 m (Difference 234 m),6.2,2.2,1.9,2.1,4.0,0,0,1,2,0
Ski resort Rigi – Scheidegg/​Burggeist,Rigi-Scheidegg,Switzerland,8.519046622773022,47.0257542,2.5 out of 5 stars,(764 m  -) 1012 m - 1656 m (Difference 644 m),5.0,5.0,0.0,0.0,5.0,2,0,0,1,0
Ski resort Cordon,Cordon,France,6.6105436,45.9221674,2.5 out of 5 stars,1050 m - 1600 m (Difference 550 m),11.0,4.0,7.0,0.0,7.0,0,0,0,6,0
Ski resort Králiky,Banská Bystrica,Slovakia,19.1585805,48.7383895,2.5 out of 5 stars,805 m - 929 m (Difference 124 m),2.8,2.8,0.0,0.0,3.0,0,0,1,2,0
Ski resort Eikedalen,Eikedalen,Norway,5.907186,60.3904522,2.5 out of 5 stars,457 m - 918 m (Difference 461 m),15.0,10.0,5.0,0.0,8.0,0,0,0,8,0
Ski resort La Forclaz,La Forclaz,Switzerland,7.5191144,46.085784,2.5 out of 5 stars,1730 m - 2200 m (Difference 470 m),15.0,8.0,7.0,0.0,3.0,0,0,0,3,0
Ski resort Španov vrh,Planina pod Golico,Slovenia,14.0504943,46.4658885,2.5 out of 5 stars,981 m - 1361 m (Difference 380 m),5.0,3.0,2.0,0.0,1.0,0,0,1,0,0
Ski resort Les Plans d'Hotonnes,Hotonnes,France,5.704267676850731,46.04094145,2.5 out of 5 stars,1100 m - 1350 m (Difference 250 m),15.0,13.7,1.3,0.0,9.0,0,0,0,9,0
Ski resort Gesundaberget,Gesunda,Sweden,14.5457882,60.8862662,2.5 out of 5 stars,288 m - 503 m (Difference 215 m),8.0,4.0,3.0,1.0,5.0,0,0,1,4,0
Ski resort Donezan – Mijanès,Mijanès,France,2.0567613,42.7306186,2.5 out of 5 stars,1527 m - 2013 m (Difference 486 m),12.0,6.0,3.0,3.0,5.0,0,0,0,4,1
Ski resort Col de l'Arzelier,Château-Bernard,France,5.5765565,44.9752457,2.5 out of 5 stars,1154 m - 1300 m (Difference 146 m),6.0,3.0,2.0,1.0,5.0,0,0,1,4,0
Ski resort Atzmännig – Goldingen,Goldingen,Switzerland,8.9665579,47.2628195,2.5 out of 5 stars,824 m - 1198 m (Difference 374 m),8.0,3.0,5.0,0.0,5.0,0,0,1,2,2
Ski resort Stryn Skisenter,Stryn,Norway,6.802968514467588,61.8218058,2.5 out of 5 stars,325 m - 1000 m (Difference 675 m),12.0,6.0,6.0,0.0,4.0,0,0,0,3,0
Ski resort Campo di Giove – Majella occidentale,Campo di Giove,Italy,14.03941,42.010132,2.5 out of 5 stars,1150 m - 1787 m (Difference 637 m),4.8,2.2,1.2,1.4,3.0,0,0,1,2,0
Ski resort Caldirola – Monte Gropà,Caldirola,Italy,9.1503825,44.7281939,2.5 out of 5 stars,1075 m - 1429 m (Difference 354 m),5.9,4.0,1.9,0.0,1.0,0,0,1,0,0
Ski resort Campo Staffi,Campo Staffi,Italy,13.3393872,41.9230754,2.5 out of 5 stars,1751 m - 1936 m (Difference 185 m),6.5,2.5,2.7,1.3,4.0,0,0,2,0,2
Ski resort Gače,Kormarna vas,Slovenia,,,2.5 out of 5 stars,700 m - 965 m (Difference 265 m),8.0,1.5,6.5,0.0,6.0,0,0,1,5,0
Ski resort Katzenkopf – Leutasch,Leutasch,Austria,11.1424534,47.3702802,2.5 out of 5 stars,1140 m - 1363 m (Difference 223 m),5.2,3.2,1.5,0.5,3.0,0,0,1,0,0
Ski resort Usséglio – Pian Benot,Pian Benot,Italy,7.2307019,45.2221999,2.5 out of 5 stars,1618 m - 2040 m (Difference 422 m),5.4,0.6,2.7,2.1,4.0,0,0,1,2,0
Ski resort Cieńków – Malinka (Wisła),Wisła,Poland,20.0867774,52.380897,2.5 out of 5 stars,520 m - 716 m (Difference 196 m),6.0,4.0,2.0,0.0,5.0,0,0,1,2,0
Ski resort Kreuzberg – Bischofsheim an der Rhön,Haselbach in der Röhn,Germany,,,2.5 out of 5 stars,610 m - 928 m (Difference 318 m),13.0,5.0,8.0,0.0,4.0,0,0,0,3,0
Ski resort Tylicz,Krynica-Zdrój,Poland,20.9594176,49.4206138,2.5 out of 5 stars,560 m - 720 m (Difference 160 m),6.0,4.4,1.6,0.0,5.0,0,0,2,2,0
Ski resort Malga San Giorgio,Bosco Chiesanuova,Italy,11.0295169,45.6221024,2.5 out of 5 stars,1495 m - 1806 m (Difference 311 m),5.0,0.6,3.8,0.6,2.0,0,0,1,1,0
Ski resort Mont Saxonnex,Mont-Saxonnex,France,6.4792764,46.0508713,2.5 out of 5 stars,1050 m - 1574 m (Difference 524 m),6.8,4.3,2.0,0.5,7.0,0,0,1,5,0
Ski resort Pleta del Prat – Tavascan,Tavascan,Spain,1.2565254,42.6437352,2.5 out of 5 stars,1712 m - 2197 m (Difference 485 m),5.0,1.0,4.0,0.0,2.0,0,0,1,1,0
Ski resort Entracque,Entracque,Italy,7.399331,44.241425,2.5 out of 5 stars,944 m - 1109 m (Difference 165 m),5.0,3.0,1.0,1.0,3.0,0,0,1,2,0
Ski resort Markbuchen/​Predigtstuhl (St. Englmar),Markbuchen,Germany,12.8391524,49.0086331,2.5 out of 5 stars,850 m - 1024 m (Difference 174 m),4.0,4.0,0.0,0.0,5.0,0,0,0,5,0
Ski resort Raudalen,Beitostølen,Norway,8.9062594,61.2487161,2.5 out of 5 stars,713 m - 1058 m (Difference 345 m),4.5,0.0,3.0,1.5,1.0,0,0,0,1,0
Ski resort Stinesser Lifte – Fischen i. Allgäu,Fischen i. Allgäu,Germany,10.2727747,47.4666723,2.5 out of 5 stars,761 m - 891 m (Difference 130 m),1.0,0.6,0.4,0.0,2.0,0,0,0,2,0
Ski resort Archenstadel – Rinn,Rinn,Austria,11.5029614,47.2500026,2.5 out of 5 stars,918 m - 1004 m (Difference 86 m),1.0,1.0,0.0,0.0,1.0,0,0,0,1,0
Ski resort Schneeberglifte – Mitterland (Thiersee),Hinterthiersee,Austria,12.0666935,47.5839477,2.5 out of 5 stars,800 m - 1000 m (Difference 200 m),3.0,0.8,2.1,0.1,3.0,0,0,0,2,0
Ski resort Les Paccots/​Châtel-St-Denis – Corbetta,Les Paccots,Switzerland,6.9465972,46.5220308,2.5 out of 5 stars,1065 m - 1593 m (Difference 528 m),9.0,5.0,2.0,2.0,11.0,0,0,0,9,0
Ski resort Złoty Groń,Istebna,Poland,18.8935401,49.5748339,2.5 out of 5 stars,560 m - 712 m (Difference 152 m),1.0,1.0,0.0,0.0,4.0,0,0,1,1,0
Ski resort Hodlekve – Sogndal,Sogndal,Norway,6.720364762111766,61.329791,2.5 out of 5 stars,490 m - 941 m (Difference 451 m),12.0,8.0,3.0,1.0,5.0,0,0,0,5,0
Ski resort Col de Porte,Sarcenas,France,5.7584755,45.2735196,2.5 out of 5 stars,1200 m - 1760 m (Difference 560 m),5.0,3.0,2.0,0.0,6.0,0,0,1,5,0
Ski resort Rigi,Rigi Kaltbad,Switzerland,8.4661769,47.0447063,2.5 out of 5 stars,(439 m  -) 1315 m - 1752 m (Difference 437 m),9.0,4.5,4.5,0.0,7.0,1,0,0,4,0
Ski resort Iso-Syöte – Pudasjärvi,Pudasjärvi,Finland,26.9984899,65.360401,2.5 out of 5 stars,230 m - 425 m (Difference 195 m),11.7,4.0,5.2,2.5,9.0,0,0,0,7,0
Ski resort Hohentauern,Hohentauern,Austria,14.4834523,47.4339999,2.5 out of 5 stars,1241 m - 1734 m (Difference 493 m),11.0,3.0,7.0,1.0,6.0,0,0,0,4,2
Ski resort Buchenberg – Buching (Halblech),Buching,Germany,10.8074195,47.6178819,2.5 out of 5 stars,800 m - 1141 m (Difference 341 m),5.0,5.0,0.0,0.0,1.0,0,0,1,0,0
Ski resort Pallas,Pallas,Finland,25.625542,60.9888138,2.5 out of 5 stars,440 m - 780 m (Difference 340 m),12.0,8.0,3.0,1.0,2.0,0,0,0,2,0
Ski resort Laye,Laye,France,6.0857633,44.640874,2.5 out of 5 stars,1300 m - 1850 m (Difference 550 m),10.0,4.0,5.0,1.0,5.0,0,0,0,5,0
Ski resort Gitschenen – Isenthal,Gitschenen,Switzerland,8.4986454,46.9003648,2.5 out of 5 stars,(970 m  -) 1353 m - 1570 m (Difference 217 m),5.0,3.0,2.0,0.0,2.0,1,0,0,1,0
Ski resort Font d'Urle – Chaud Clapier,Bouvante,France,5.27094,44.965,2.5 out of 5 stars,1279 m - 1572 m (Difference 293 m),12.0,3.0,8.5,0.5,11.0,0,0,0,8,0
Ski resort Schwabenbergarena – Turnau,Turnau,Austria,15.3376224,47.5585706,2.5 out of 5 stars,800 m - 1250 m (Difference 450 m),12.0,3.0,8.0,1.0,4.0,0,0,0,4,0
Ski resort Serra da Estrela,Covilhã,Portugal,-7.504191,40.2804021,2.5 out of 5 stars,1851 m - 1997 m (Difference 146 m),5.9,2.4,2.5,1.0,3.0,0,0,1,2,0
Ski resort Skálafell,Reykjavík,Iceland,-21.9422367,64.145981,2.5 out of 5 stars,380 m - 667 m (Difference 287 m),6.4,5.0,1.4,0.0,4.0,0,0,1,3,0
Ski resort Mont Serein/​Mont Ventoux Nord,Malaucène,France,5.1321258,44.1732744,2.5 out of 5 stars,1400 m - 1800 m (Difference 400 m),12.0,4.5,6.0,1.5,7.0,0,0,0,7,0
Ski resort Passolanciano,Passolanciano,Italy,14.2022708,42.4646598,2.5 out of 5 stars,1300 m - 1650 m (Difference 350 m),5.5,2.7,2.0,0.8,3.0,0,0,1,2,0
Ski resort Platak,Soboli,Croatia,14.4928698,45.3735935,2.5 out of 5 stars,1100 m - 1363 m (Difference 263 m),6.5,3.9,2.6,0.0,7.0,0,0,2,2,0
Ski resort Krasnoe Ozero,Korobitsyno (Коробицыно),Northwest Russia,,,2.5 out of 5 stars,15 m - 135 m (Difference 120 m),8.5,4.0,3.6,0.9,9.0,0,0,1,5,0
Ski resort Valbella – Gallio,Bertigo,Italy,11.5528988,45.8652627,2.5 out of 5 stars,1100 m - 1311 m (Difference 211 m),11.2,8.0,2.5,0.7,6.0,0,0,0,6,0
Ski resort Monte Prata – Castelsantangelo sul Nera,Castelsantangelo sul Nera,Italy,13.1539297,42.8944925,2.5 out of 5 stars,1556 m - 1776 m (Difference 220 m),5.7,4.8,0.6,0.3,2.0,0,0,1,1,0
Ski resort Säntis – Schwägalp,Urnäsch,Switzerland,9.2834506,47.3178621,2.5 out of 5 stars,1351 m - 2473 m (Difference 1122 m),0.0,0.0,0.0,0.0,1.0,1,0,0,0,0
Ski resort Salzstiegl – Hirschegg,Salzstiegel,Austria,,,2.5 out of 5 stars,1320 m - 1740 m (Difference 420 m),12.0,6.0,4.0,2.0,7.0,0,0,0,5,0
Ski resort Gspon (Staldenried),Staldenried,Switzerland,7.8833886,46.2296157,2.5 out of 5 stars,(804 m  -) 1865 m - 2193 m (Difference 328 m),5.0,1.5,3.5,0.0,4.0,2,0,0,2,0
Ski resort Monte Bue – Santo Stefano d'Aveto,Santo Stefano d'Aveto,Italy,9.4502082,44.5472974,2.5 out of 5 stars,1264 m - 1774 m (Difference 510 m),4.6,2.1,2.5,0.0,5.0,0,0,2,1,2
Ski resort Monte Sirino,Lago Laudemio,Italy,15.8360001,40.1430755,2.5 out of 5 stars,1420 m - 1850 m (Difference 430 m),5.3,2.8,2.3,0.2,5.0,0,0,1,4,0
Ski resort Saint Hilaire du Touvet,Saint-Hilaire-du-Touvet,France,5.8869054,45.3089144,2.5 out of 5 stars,(260 m  -) 818 m - 1415 m (Difference 597 m),5.7,3.2,2.5,0.0,6.0,0,0,0,5,0
Ski resort Kohútka,Nový Hrozenkov,Czech Republic,18.1979346,49.3369685,2.5 out of 5 stars,715 m - 913 m (Difference 198 m),6.5,2.1,3.6,0.8,7.0,0,0,1,5,0
Ski resort Malyovitsa,Govedartsi (Говедарци),Bulgaria,23.4784438,42.2622319,2.5 out of 5 stars,1730 m - 1970 m (Difference 240 m),4.0,0.9,1.9,1.2,6.0,0,0,1,5,0
Ski resort Mogosa,,Romania,23.7187908,46.7674886,2.5 out of 5 stars,720 m - 1246 m (Difference 526 m),4.4,2.0,2.4,0.0,2.0,0,0,1,1,0
Ski resort Selvarotonda – Cittareale,Cittareale,Italy,13.1596844,42.6182543,2.5 out of 5 stars,1550 m - 1788 m (Difference 238 m),11.0,4.0,7.0,0.0,3.0,0,0,0,3,0
Ski resort Ratzi – Spiringen,Spiringen,Switzerland,8.7276236,46.8727208,2.5 out of 5 stars,950 m - 1840 m (Difference 890 m),3.6,2.0,1.6,0.0,2.0,1,0,0,1,0
Ski resort Edsåsdalen,Edsåsdalen,Sweden,13.0680695,63.314477,2.5 out of 5 stars,513 m - 895 m (Difference 382 m),11.0,6.0,5.0,0.0,5.0,0,0,0,5,0
Ski resort Le Noirmont (Jura sur Léman),Les Rousses,France,6.0603498,46.4855507,2.5 out of 5 stars,1090 m - 1567 m (Difference 477 m),7.7,4.0,2.4,1.3,6.0,0,0,1,5,0
Ski resort Vall de Núria,Ribes de Freser,Spain,2.167817,42.3057283,2.5 out of 5 stars,(912 m  -) 1964 m - 2260 m (Difference 296 m),7.6,4.1,2.5,1.0,5.0,0,1,1,2,0
Ski resort Henryk,Krynica-Zdrój,Poland,20.9594176,49.4206138,2.5 out of 5 stars,600 m - 670 m (Difference 70 m),4.5,3.0,0.9,0.6,4.0,0,0,2,1,0
Ski resort Jäckvik,Jäckvik,Sweden,16.9654746,66.3834151,2.5 out of 5 stars,455 m - 830 m (Difference 375 m),12.0,7.1,4.9,0.0,1.0,0,0,0,1,0
Ski resort Piano Battaglia,Piano Battaglia,Italy,14.0276991,37.8749244,2.5 out of 5 stars,1570 m - 1845 m (Difference 275 m),4.5,0.8,3.0,0.7,2.0,0,0,1,1,0
Ski resort Tsey,Buron (Бурон),North Caucasus,,,2.5 out of 5 stars,1930 m - 2380 m (Difference 450 m),4.0,1.0,3.0,0.0,2.0,0,0,2,0,0
Ski resort Vatra Dornei,Vatra Dornei,Romania,25.3557638,47.3469264,2.5 out of 5 stars,816 m - 1251 m (Difference 435 m),5.5,0.7,4.8,0.0,5.0,0,0,1,3,0
Ski resort Bunloc – Săcele,,Romania,23.7187908,46.7674886,2.5 out of 5 stars,600 m - 1170 m (Difference 570 m),3.0,0.1,2.9,0.0,2.0,0,0,1,0,0
Ski resort Ski Kraljica – Kupres,Kupres,Bosnia and Herzegovina,17.2774677,43.9927632,2.5 out of 5 stars,1300 m - 1758 m (Difference 458 m),4.5,1.5,3.0,0.0,2.0,0,0,1,0,0
Ski resort Avers,Juppa,Switzerland,9.5484153,46.4523137,2.5 out of 5 stars,1988 m - 2539 m (Difference 551 m),8.0,2.0,2.0,4.0,3.0,0,0,0,2,0
Ski resort Rachowiec – Zwardoń,Zwardoń,Poland,18.97742,49.5043198,2.5 out of 5 stars,802 m - 954 m (Difference 152 m),5.5,2.8,2.1,0.6,3.0,0,0,1,2,0
Ski resort Misurina – Passo Tre Croci,Misurina,Italy,12.252033,46.5785263,2.5 out of 5 stars,1752 m - 2114 m (Difference 362 m),4.2,0.8,2.9,0.5,2.0,0,0,1,1,0
Ski resort Orsa Grönklitt,Grönklitt,Sweden,14.5401219,61.2167328,2.5 out of 5 stars,450 m - 590 m (Difference 140 m),7.0,4.0,2.0,1.0,14.0,0,0,1,12,1
Ski resort Valčianska Dolina – Valča (Snowland),Valča,Slovakia,18.85,49.0,2.5 out of 5 stars,510 m - 830 m (Difference 320 m),5.6,1.5,3.6,0.5,7.0,0,0,1,6,0
Ski resort Tegelberg – Schwangau,Schwangau,Germany,10.7367936,47.5765415,2.5 out of 5 stars,830 m - 1730 m (Difference 900 m),2.9,1.9,1.0,0.0,6.0,1,0,0,4,1
Ski resort Heidialm Skipark – Falkert,Falkertsee,Austria,13.828459504135562,46.8618855,2.5 out of 5 stars,1840 m - 2107 m (Difference 267 m),11.0,3.0,8.0,0.0,3.0,0,0,0,2,0
Ski resort Pradel – Molveno,Pradel,Italy,12.138885,46.352865,2.5 out of 5 stars,(890 m  -) 1370 m - 1530 m (Difference 160 m),0.7,0.7,0.0,0.0,2.0,0,1,1,0,0
Ski resort Les Pléiades,Blonay,Switzerland,6.90841012542681,46.47573135,2.5 out of 5 stars,(383 m  -) 1080 m - 1360 m (Difference 280 m),8.0,4.0,4.0,0.0,7.0,0,0,1,4,0
Ski resort Buscat – Staţiunea Muntele Băişorii (Băișoara),Staţiunea Muntele Băişorii,Romania,,,2.5 out of 5 stars,1490 m - 1670 m (Difference 180 m),3.1,1.4,0.8,0.9,2.0,0,0,1,0,0
Ski resort Oddsskarð,Eskifjorður,Iceland,-14.0123709,65.0713085,2.5 out of 5 stars,513 m - 840 m (Difference 327 m),9.0,3.0,2.0,4.0,3.0,0,0,0,3,0
Ski resort Laguiole,Laguiole,France,2.8468743,44.6839098,2.5 out of 5 stars,1185 m - 1402 m (Difference 217 m),10.0,4.2,4.0,1.8,10.0,0,0,0,10,0
Ski resort La Schlucht,Xonrupt-Longemer,France,6.9266841,48.0812783,2.5 out of 5 stars,1140 m - 1251 m (Difference 111 m),1.4,1.4,0.0,0.0,2.0,0,0,1,1,0
Ski resort Vlašić,Šišava,Bosnia and Herzegovina,17.5620339,44.3159187,2.5 out of 5 stars,1220 m - 1520 m (Difference 300 m),9.5,6.0,3.0,0.5,6.0,0,0,0,6,0
Ski resort Klimpfjäll,Klimpfjäll,Sweden,14.8016979,65.0633839,2.5 out of 5 stars,598 m - 804 m (Difference 206 m),9.0,5.0,3.0,1.0,3.0,0,0,0,3,0
Ski resort Soszów – Jawornik (Wisła),Jawornik,Poland,21.5692478,49.4776308,2.5 out of 5 stars,610 m - 886 m (Difference 276 m),5.6,4.5,0.9,0.2,5.0,0,0,1,4,0
Ski resort Näsfjället i Sälen,Sörsjön,Sweden,13.0842058,61.4120225,2.5 out of 5 stars,700 m - 890 m (Difference 190 m),10.0,5.0,3.0,2.0,2.0,0,0,0,2,0
Ski resort Brokke,Valle,Norway,7.424769369708003,59.16907165,2.5 out of 5 stars,550 m - 780 m (Difference 230 m),5.8,3.6,2.2,0.0,4.0,0,0,1,2,0
Ski resort Selital – Schwarzenbühl,Rüschegg,Switzerland,7.4036704,46.7712929,2.5 out of 5 stars,1299 m - 1606 m (Difference 307 m),10.1,4.7,4.3,1.1,3.0,0,0,0,2,1
Ski resort Skagahøgdi – Gol,Gol,Norway,9.012301772691686,60.7513391,2.5 out of 5 stars,480 m - 950 m (Difference 470 m),9.5,4.0,3.5,2.0,3.0,0,0,0,3,0
Ski resort Serre-Eyraud (Orcières),Orcières,France,6.3246487,44.6844969,2.5 out of 5 stars,1480 m - 2100 m (Difference 620 m),7.4,3.2,3.2,1.0,3.0,0,0,0,3,0
Ski resort Ål Skisenter,Ål,Norway,8.503740458963836,60.69726555,2.5 out of 5 stars,566 m - 1040 m (Difference 474 m),9.5,5.0,2.0,2.5,5.0,0,0,0,5,0
Ski resort Homole – Jaworki,Jaworki,Poland,20.5532029,49.406711,2.5 out of 5 stars,595 m - 711 m (Difference 116 m),4.0,1.1,2.0,0.9,3.0,0,0,1,1,0
Ski resort Storefjell,Gol,Norway,9.012301772691686,60.7513391,2.5 out of 5 stars,940 m - 1149 m (Difference 209 m),10.0,6.7,2.7,0.6,3.0,0,0,0,3,0
Ski resort Le Markstein,Oderen,France,6.9756051,47.909675,2.5 out of 5 stars,1100 m - 1340 m (Difference 240 m),10.0,6.0,3.0,1.0,9.0,0,0,0,8,0
Ski resort Isafjördur,Isafjördur,Iceland,-23.1193541,66.0726918,2.5 out of 5 stars,115 m - 487 m (Difference 372 m),9.0,4.5,2.5,2.0,3.0,0,0,0,3,0
Ski resort Le Pâquier – Crêt-du-Puy,Le Pâquier,Switzerland,7.0527454,46.5950644,2.5 out of 5 stars,862 m - 1263 m (Difference 401 m),10.0,5.5,2.5,2.0,3.0,0,0,0,2,0
Ski resort Lemonsjø Alpinsenter (Jotunheimen),Lalm,Norway,9.275133,61.8177312,2.5 out of 5 stars,840 m - 1200 m (Difference 360 m),10.0,4.0,5.0,1.0,1.0,0,0,0,1,0
Ski resort Jasenská Dolina – Belá-Dulice,Belá-Dulice,Slovakia,18.9782612,49.0026226,2.5 out of 5 stars,540 m - 730 m (Difference 190 m),6.0,3.0,3.0,0.0,6.0,0,0,1,5,0
Ski resort Buron – Wertach,Wertach,Germany,10.6118605,47.9106828,2.5 out of 5 stars,890 m - 1418 m (Difference 528 m),7.7,4.4,2.3,1.0,3.0,0,0,0,2,0
Ski resort L'Abbaye,L'Abbaye,Switzerland,6.3186169,46.6492716,2.5 out of 5 stars,1010 m - 1437 m (Difference 427 m),10.0,6.0,3.0,1.0,4.0,0,0,0,4,0
Ski resort Salla,Salla,Finland,28.6668631,66.8318774,2.5 out of 5 stars,268 m - 460 m (Difference 192 m),10.0,5.0,3.0,2.0,7.0,0,0,0,6,1
